Date,Open,High,Low,Close,Adj Close,Volume
2019-04-30,138.350006,140.830002,133.800003,135.770004,135.770004,1678600
2019-05-01,136.500000,137.289993,135.070007,136.500000,136.500000,1482300
2019-05-02,136.500000,136.699997,131.860001,132.699997,132.699997,1287700
2019-05-03,132.770004,137.240005,132.770004,136.169998,136.169998,1411300
2019-05-06,132.960007,137.345001,131.940002,137.000000,137.000000,1157800
2019-05-07,135.130005,137.270004,134.360001,136.059998,136.059998,1014000
2019-05-08,135.570007,137.899994,134.500000,137.710007,137.710007,847500
2019-05-09,135.610001,136.429993,132.449997,134.830002,134.830002,1304300
2019-05-10,134.690002,138.179993,134.339996,137.850006,137.850006,1296800
2019-05-13,133.990005,134.679993,132.029999,132.389999,132.389999,1371600
2019-05-14,134.210007,135.240005,131.009995,133.580002,133.580002,1130600
2019-05-15,132.149994,136.649994,131.330002,136.429993,136.429993,906100
2019-05-16,136.429993,138.160004,135.050003,135.429993,135.429993,1032300
2019-05-17,133.729996,135.000000,131.990005,132.759995,132.759995,991300
2019-05-20,131.500000,133.440002,130.985001,131.520004,131.520004,1057000
2019-05-21,132.750000,134.850006,132.080002,132.240005,132.240005,904100
2019-05-22,132.050003,132.660004,126.610001,127.089996,127.089996,2023000
2019-05-23,124.550003,124.809998,120.050003,121.580002,121.580002,2096400
2019-05-24,122.900002,125.570000,122.320000,124.650002,124.650002,1227800
2019-05-28,124.339996,125.779999,123.690002,124.360001,124.360001,678000
2019-05-29,123.120003,126.000000,122.519997,125.669998,125.669998,1013700
2019-05-30,126.169998,128.625000,125.824997,127.610001,127.610001,980600
2019-05-31,125.440002,127.269997,124.809998,125.580002,125.580002,1073300
2019-06-03,125.519997,127.129997,121.330002,122.809998,122.809998,1399300
2019-06-04,123.940002,127.989998,123.150002,127.610001,127.610001,1351900
2019-06-05,128.860001,134.899994,128.860001,131.000000,131.000000,2283600
2019-06-06,131.619995,135.682999,129.009995,135.410004,135.410004,2333900
2019-06-07,135.500000,140.630005,135.044998,140.080002,140.080002,1643500
2019-06-10,141.000000,146.589996,138.470001,139.229996,139.229996,1753100
2019-06-11,140.339996,142.479996,137.210007,138.600006,138.600006,1483100
2019-06-12,138.279999,142.559998,137.970001,142.500000,142.500000,1607600
2019-06-13,143.009995,145.000000,140.559998,144.850006,144.850006,1104700
2019-06-14,144.000000,145.000000,141.500000,144.589996,144.589996,1109400
2019-06-17,145.000000,149.850006,144.667007,149.500000,149.500000,2405500
2019-06-18,150.229996,151.259995,146.869995,147.009995,147.009995,1560000
2019-06-19,147.500000,149.539993,146.229996,149.300003,149.300003,1007000
2019-06-20,150.960007,154.294998,149.070999,149.770004,149.770004,1664300
2019-06-21,148.779999,149.339996,147.229996,148.309998,148.309998,2648000
2019-06-24,143.000000,152.380997,142.500000,150.039993,150.039993,2886800
2019-06-25,149.289993,150.264999,143.500000,144.160004,144.160004,1996600
2019-06-26,143.789993,145.949997,141.520004,142.100006,142.100006,1468300
2019-06-27,143.600006,144.990005,142.100006,143.250000,143.250000,1490900
2019-06-28,143.740005,146.220001,142.679993,146.220001,146.220001,9156200
2019-07-01,148.100006,148.699997,143.149994,145.289993,145.289993,1295800
2019-07-02,145.300003,146.429993,142.580002,146.429993,146.429993,1144200
2019-07-03,147.020004,147.679993,144.809998,145.860001,145.860001,576700
2019-07-05,145.520004,146.429993,144.653000,146.309998,146.309998,679600
2019-07-08,145.369995,145.423004,142.759995,144.289993,144.289993,1306700
2019-07-09,144.389999,147.300003,144.389999,147.240005,147.240005,1349700
2019-07-10,148.300003,152.500000,148.220001,151.360001,151.360001,1196400
2019-07-11,151.360001,152.960007,149.750000,151.460007,151.460007,945500
2019-07-12,151.000000,153.300003,150.479996,152.300003,152.300003,952000
2019-07-15,152.070007,154.380005,151.009995,154.270004,154.270004,548300
2019-07-16,154.539993,156.800003,148.880005,151.449997,151.449997,1393700
2019-07-17,151.110001,152.309998,147.279999,148.089996,148.089996,1164100
2019-07-18,147.520004,147.970001,143.589996,145.199997,145.199997,1406400
2019-07-19,145.699997,146.240005,143.610001,144.110001,144.110001,907000
2019-07-22,145.229996,146.949997,143.820007,146.759995,146.759995,904000
2019-07-23,146.649994,151.664993,146.520004,148.740005,148.740005,1016400
2019-07-24,148.710007,152.759995,147.919998,152.339996,152.339996,1202400
2019-07-25,152.839996,155.259995,152.070007,152.970001,152.970001,955700
2019-07-26,153.440002,156.550003,153.354996,155.380005,155.380005,896600
2019-07-29,155.250000,156.389999,153.529999,153.889999,153.889999,1073200
